post_id,title,category,score,num_comments,author,collected_at,engagement,is_popular
47667008,Show HN: I built a site that turns your Steam gaming hours into a RL skill tree,sports,7,4,naorz,2026-04-08 11:04:55,0.5,False
47639291,The Indie Internet Index – submit your favorite sites,others,188,33,freshman_dev,2026-04-08 11:04:55,0.1746031746031746,True
47666802,Inside a Corporate Retreat That Went Very Badly Wrong,others,43,10,dsr12,2026-04-08 11:04:56,0.22727272727272727,False
47685842,"Russians turn to cat feeders, classifieds, and vacuum cleaners to stay connected",others,5,0,BaudouinVH,2026-04-08 11:04:56,0.0,False
47624736,NHS staff refusing to use FDP over Palantir ethical concerns,others,356,173,chrisjj,2026-04-08 11:04:56,0.484593837535014,True
47671930,A New Oil Shock Accelerates a Return to Nuclear Power,others,17,17,rustoo,2026-04-08 11:04:56,0.9444444444444444,False
47639727,"When legal sports betting surges, so do Americans' financial problems",sports,221,146,pseudolus,2026-04-08 11:04:56,0.6576576576576577,True
47644808,The machines are fine. I'm worried about us,others,43,4,Plasmoid,2026-04-08 11:04:56,0.09090909090909091,False
47639524,"Author of ""Careless People"" banned from saying anything negative about Meta",others,855,577,macleginn,2026-04-08 11:04:56,0.6740654205607477,True
47634690,Delve removed from Y Combinator,others,506,310,carabiner,2026-04-08 11:04:57,0.611439842209073,True
47665403,Miracle – A hackable window manager for Linux,others,9,2,matthewkosarek,2026-04-08 11:04:57,0.2,False
47624731,April 2026 TLDR Setup for Ollama and Gemma 4 26B on a Mac mini,others,325,121,greenstevester,2026-04-08 11:04:57,0.37116564417177916,True
47681094,"Al-Khwarizmi (""Algorithm"")",worldnews,8,1,profsummergig,2026-04-08 11:04:57,0.1111111111111111,False
47673072,Germany Power Prices Turn Deeply Negative on Renewables Surge,others,79,93,rustoo,2026-04-08 11:04:57,1.1625,False
47636228,Spath and Splan,others,15,0,jasonmoo,2026-04-08 11:04:57,0.0,False
47658772,How Paris swapped cars for bikes – and transformed its streets,others,51,10,vrganj,2026-04-08 11:04:58,0.19230769230769232,False
47649148,Iguanaworks has closed and our products are no longer sold,others,98,24,ripe,2026-04-08 11:04:58,0.24242424242424243,False
47638075,"The CMS is dead, long live the CMS",others,158,98,taubek,2026-04-08 11:04:58,0.6163522012578616,True
47621825,I Built an SMS Gateway with a $20 Android Phone – Jonno.nz,others,94,43,jonno-nz,2026-04-08 11:04:58,0.45263157894736844,False
47619879,U.S. is burning through Tomahawk cruise missile stockpile,others,81,70,uticus,2026-04-08 11:04:58,0.8536585365853658,False
47663325,A Brief History of the Dust Jacket,others,6,0,speckx,2026-04-08 11:04:58,0.0,False
47627527,Build your own Dial-up ISP with a Raspberry Pi,others,206,36,arjunbajaj,2026-04-08 11:04:58,0.17391304347826086,True
47685951,How Trump Took the U.S. to War with Iran,worldnews,6,1,u1hcw9nx,2026-04-08 11:04:58,0.14285714285714285,False
47646065,What if the browser built the UI for you?,others,45,66,jonnonz,2026-04-08 11:04:59,1.434782608695652,False
47626462,Big-Endian Testing with QEMU,others,115,128,jandeboevrie,2026-04-08 11:04:59,1.103448275862069,False
47628326,F-15E jet shot down over Iran,others,612,1396,tjwds,2026-04-08 11:04:59,2.2773246329526917,True
47638043,Rendering arbitrary-scale emojis using the Slug algorithm,others,22,0,leduyquang753,2026-04-08 11:04:59,0.0,False
47629116,Go on Embedded Systems and WebAssembly,others,206,36,uticus,2026-04-08 11:04:59,0.17391304347826086,True
47624811,SSH certificates: the better SSH experience,others,264,127,jandeboevrie,2026-04-08 11:04:59,0.47924528301886793,True
47633676,"Extra usage credit for Pro, Max, and Team plans",sports,64,62,angst,2026-04-08 11:05:00,0.9538461538461539,False
47671931,Astronauts honor Artemis commander's deceased wife in emotional moon moment,others,11,0,01-_-,2026-04-08 11:05:00,0.0,False
47682588,"The pinnacle of enshittification, or Large Language Models",others,12,0,birdculture,2026-04-08 11:05:00,0.0,False
47670344,Why We're Removing Our Programmatic Ads,others,17,0,colinprince,2026-04-08 11:05:00,0.0,False
47641255,Plague Ships (2020),others,50,10,bryanrasmussen,2026-04-08 11:05:00,0.19607843137254902,False
47637077,Scientists mapped all the nerves of the clitoris for the first time,others,45,12,01-_-,2026-04-08 11:05:00,0.2608695652173913,False
47673788,Razor 1911 (first place at revision 2026 demoparty) [video],others,19,4,msk-lywenn,2026-04-08 11:05:00,0.2,False
47644726,"Power-washing, pool-cleaning and mowing – playing games about mundane jobs",sports,24,4,andsoitis,2026-04-08 11:05:00,0.16,False
47621448,A Few Good Magazines From the 70s and 80s,others,79,30,OhMeadhbh,2026-04-08 11:05:00,0.375,False
47630592,Async Python Is Secretly Deterministic,others,78,36,KraftyOne,2026-04-08 11:05:01,0.45569620253164556,False
47678760,What we learned about TEE security from auditing WhatsApp's Private Inference,others,17,1,wslh,2026-04-08 11:05:01,0.05555555555555555,False
47662658,Sc-im: Spreadsheets in your terminal,others,98,29,m-hodges,2026-04-08 11:05:01,0.29292929292929293,False
47662866,"I Replaced Kafka, Redis, and RabbitMQ with One Tool – A Deep Dive into NATS",others,38,5,jainal09,2026-04-08 11:05:01,0.1282051282051282,False
47680299,"S3 Files – Mount any S3 bucket as a NFS file system on EC2, ECS, EKS, and Lambda",others,26,1,akshaysaxena,2026-04-08 11:05:01,0.037037037037037035,False
47646566,"Unverified: What Practitioners Post About OCR, Agents, and Tables",others,30,28,chelm,2026-04-08 11:05:01,0.9032258064516129,False
47670438,Claude Is Not Your Architect. Stop Letting It Pretend,others,17,8,gpi,2026-04-08 11:05:02,0.4444444444444444,False
47646363,Modern Generic SVGA driver for Windows 3.1,others,72,19,userbinator,2026-04-08 11:05:02,0.2602739726027397,False
47630576,"How to make a sliding, self-locking, and predator-proof chicken coop door (2020)",others,138,64,uticus,2026-04-08 11:05:02,0.460431654676259,False
47641464,Scientists observe an immune signaling complex forming inside cells,others,113,7,ohjeez,2026-04-08 11:05:02,0.06140350877192982,False
47669649,Global Fuel Shortage Pushes Governments Toward Demand Controls,worldnews,15,14,toomuchtodo,2026-04-08 11:05:02,0.875,False
47680485,Oracle hires new CFO with $950K salary as thousands face layoffs,others,18,8,DGAP,2026-04-08 11:05:03,0.42105263157894735,False
47663000,Top Level System – A modular C microkernel with 50 hot-loadable modules,others,5,0,tecnoxarxa,2026-04-08 11:05:03,0.0,False
47646871,Dynamics of (Not) Being Perceived: Grief and Relief After Leaving Social Media,others,24,4,glovink,2026-04-08 11:05:03,0.16,False
47662789,Bullshit Debt,others,9,1,abnercoimbre,2026-04-08 11:05:03,0.1,False
47672645,OpenSSH 10.3,others,5,0,ptman,2026-04-08 11:05:03,0.0,False
47640775,Why the most valuable things you know are things you cannot say,others,160,63,nr378,2026-04-08 11:05:03,0.391304347826087,True
47651360,Stamp It! All Programs Must Report Their Version,others,37,9,secure,2026-04-08 11:05:03,0.23684210526315788,False
47641615,Sopwith – 1984 Game (2000),sports,99,42,elvis70,2026-04-08 11:05:04,0.42,False
47651048,A Textual widget for beautiful diffs in the terminal,others,12,1,willm,2026-04-08 11:05:04,0.07692307692307693,False
47654753,NMS Ceefax: Remember teletext? This is the same,others,9,0,CharlesW,2026-04-08 11:05:04,0.0,False
47648438,Common drug tests lead to tens of thousands wrongful arrests a year,others,123,103,rawgabbit,2026-04-08 11:05:04,0.8306451612903226,False
47653975,Qwen-3.6-Plus is the first model to break 1T tokens processed in a day,others,58,21,Alifatisk,2026-04-08 11:05:04,0.3559322033898305,False
47664951,No on-site doctor: Dental student died in ICU overseen by remote tele-health MD,others,26,6,randycupertino,2026-04-08 11:05:05,0.2222222222222222,False
47673182,Health benefits of Paris climate goals could save lives by 2040,worldnews,7,0,lentoutcry,2026-04-08 11:05:05,0.0,False
47676527,Optimizing SQLite for Servers,others,5,0,randomint64,2026-04-08 11:05:05,0.0,False
47652726,Bacteria found in the human intestine capable of improving muscle strength,others,154,84,gnabgib,2026-04-08 11:05:05,0.5419354838709678,True
47645817,How Pope Leo is pushing back on divine justification of war,worldnews,76,42,1659447091,2026-04-08 11:05:05,0.5454545454545454,False
47656146,"New Copilot for Windows 11 includes a full Microsoft Edge package, uses more RAM",others,37,7,aaronsung,2026-04-08 11:05:05,0.18421052631578946,False
47650172,Phone-free bars and restaurants on the rise across the U.S.,others,151,148,Brajeshwar,2026-04-08 11:05:05,0.9736842105263158,False
47639976,German men 18-45 need military permit for extended stays abroad,others,401,721,L_226,2026-04-08 11:05:05,1.7935323383084578,True
47659903,Some Subtleties When Parsing 6502 Assembly Language,others,6,0,ibobev,2026-04-08 11:05:06,0.0,False
47672825,Someone made a digital whip to make Claude work faster,others,5,2,matthieu_bl,2026-04-08 11:05:06,0.3333333333333333,False
47654649,Introducing GEN-1 [video],others,58,7,dgellow,2026-04-08 11:05:06,0.11864406779661017,False
47672818,Are We Idiocracy Yet?,others,610,528,jdiiufccuskal,2026-04-08 11:05:06,0.8641571194762684,True
47629382,Getting Claude to QA its own work,others,20,1,suchintan,2026-04-08 11:05:06,0.047619047619047616,False
47643656,The Oxygen Apocalpyse: how bacteria used a spin diode to wipe out ancient life,others,26,6,KR_compchem,2026-04-08 11:05:06,0.2222222222222222,False
47653036,Satellite firm Planet Labs to indefinitely withold Iran war imagery,worldnews,42,12,anigbrowl,2026-04-08 11:05:06,0.27906976744186046,False
47666165,Artemis II astronauts officially set record for human's distance from Earth,others,12,0,heresie-dabord,2026-04-08 11:05:06,0.0,False
47650606,Open source voice cloning TTS models worth trying,others,10,2,steveharing1,2026-04-08 11:05:06,0.18181818181818182,False
47672212,Purple: Terminal SSH Client for macOS and Linux,others,9,0,thunderbong,2026-04-08 11:05:07,0.0,False
47633086,Just 'English with Hanzi',others,86,55,scour,2026-04-08 11:05:07,0.632183908045977,False
47666745,'Microshifting' puts a new spin on 9-to-5 schedules,others,18,1,billybuckwheat,2026-04-08 11:05:07,0.05263157894736842,False
47654842,Italian TV Copyright-Strikes Nvidia over Nvidia's Own DLSS 5 Footage,others,43,13,alecco,2026-04-08 11:05:08,0.29545454545454547,False
47656695,"Anthropic has a blacklist on the word ""OpenClaw""",others,22,5,benn67,2026-04-08 11:05:08,0.21739130434782608,False
47640431,What life looks like on the most remote inhabited island,others,97,24,brightbeige,2026-04-08 11:05:08,0.24489795918367346,False
47664308,JPMorgan warns Tesla stock could sink 60% in new note,worldnews,61,18,freediddy,2026-04-08 11:05:08,0.2903225806451613,False
47670990,Non-Normal Distributions in the Real World,others,5,0,Tomte,2026-04-08 11:05:08,0.0,False
47678320,Kindle to end store downloads and registering for 1st-5th gen kindles in May,others,59,60,seam_carver,2026-04-08 11:05:09,1.0,False
47645168,Isseven,others,108,61,philipreasa,2026-04-08 11:05:09,0.5596330275229358,False
47650383,Program analysis using random interpretation (2005) [pdf],others,6,0,azhenley,2026-04-08 11:05:09,0.0,False
47624440,A CSS Engine in OCaml,others,26,0,p4bl0,2026-04-08 11:05:09,0.0,False
47669072,The Hacker News Tarpit,others,11,2,sonicrocketman,2026-04-08 11:05:09,0.16666666666666666,False
47658164,I stopped hitting Claude's usage limits – things I changed,others,23,6,taubek,2026-04-08 11:05:09,0.25,False
47668996,Hello World,others,6,1,beatthatflight,2026-04-08 11:05:09,0.14285714285714285,False
47642933,"Student disciplined for creating MSU class search tool, Spartan Scheduler",others,10,5,rmason,2026-04-08 11:05:10,0.45454545454545453,False
47660496,U.S. Lawmakers Work on Unified Site-Blocking Bill to Counter Online Piracy,others,14,0,t-3,2026-04-08 11:05:10,0.0,False
47649917,"SPF/PC v4 for MS-DOS, FreeDOS, x86",others,22,4,hggh,2026-04-08 11:05:10,0.17391304347826086,False
47621518,Tor Alva: The Tallest 3D-Printed Building in the World,others,44,14,sohkamyung,2026-04-08 11:05:10,0.3111111111111111,False
47645717,Explore union types in C# 15,others,17,1,0x00C0FFEE,2026-04-08 11:05:10,0.05555555555555555,False
47632312,The Hardest Document Extraction Problem in Insurance,others,36,5,sgondala_ycapp,2026-04-08 11:05:10,0.13513513513513514,False
47624691,HarfBuzz Slug Support with WebGL,others,28,7,mcraiha,2026-04-08 11:05:10,0.2413793103448276,False
47659609,Tiny Corp's Exabox,others,54,17,macleginn,2026-04-08 11:05:11,0.3090909090909091,False
47674885,Millions Across Europe Urged to Work from Home,others,9,1,robtherobber,2026-04-08 11:05:11,0.1,False
47651626,Reaffirming our commitment to child safety in the face of EuropeanUnion inaction,others,71,89,upofadown,2026-04-08 11:05:11,1.2361111111111112,False
47645010,Dr. Dobb's Developer Library DVD 6,others,5,0,kristianp,2026-04-08 11:05:11,0.0,False
47644928,"Kimi's response to ""hello. what are you"" is ""I'm Claude """,others,10,5,alentodorov,2026-04-08 11:05:11,0.45454545454545453,False
47664032,Artemis II Lunar Flyby (Official Broadcast),others,24,6,layer8,2026-04-08 11:05:11,0.24,False
47620939,rpg: A modern psql-compatible Postgres terminal and TUI written in Rust,others,22,3,tanelpoder,2026-04-08 11:05:12,0.13043478260869565,False
47641277,A new gene therapy is giving people born deaf the chance to hear,others,52,7,bilsbie,2026-04-08 11:05:12,0.1320754716981132,False
47654062,Ask HN: Any Interesting Niche Hobbies?,others,18,21,e-topy,2026-04-08 11:05:12,1.105263157894737,False
47635929,Naming rights to street auctioned in San Francisco,others,21,16,18nleung,2026-04-08 11:05:12,0.7272727272727273,False
47654154,Linux 7.1 Expected to Begin Removing I486 CPU Support,others,23,7,rbanffy,2026-04-08 11:05:12,0.2916666666666667,False
47630795,"Hello, World",others,92,23,reconnecting,2026-04-08 11:05:12,0.24731182795698925,False
47666358,Live: Artemis II astronauts make historic moon flyby,others,8,1,JumpCrisscross,2026-04-08 11:05:12,0.1111111111111111,False
47658204,PlayStation 3 emulator makes Cell CPU 'breakthrough' that improves performance,others,13,0,adunk,2026-04-08 11:05:12,0.0,False
47655932,Riddle solved: Why was Roman concrete so durable? (2023),others,20,4,ilamont,2026-04-08 11:05:12,0.19047619047619047,False
47669023,NY Yankees' torpedo bat is the same as regular bat,others,6,1,geox,2026-04-08 11:05:13,0.14285714285714285,False
47680527,Russia's Fancy Bear still attacking routers to boost fake sites,worldnews,7,0,lschueller,2026-04-08 11:05:13,0.0,False
47659252,Is Germany's gold safe in New York ?,others,238,273,KnuthIsGod,2026-04-08 11:05:13,1.1422594142259415,True
47660901,Rock-climbing fish can shimmy up a 50-foot waterfall,others,11,1,mooreds,2026-04-08 11:05:13,0.08333333333333333,False
47645256,Families Can Now Eat Some Fish from Hudson River for First Time in 50 Years,others,27,7,geox,2026-04-08 11:05:13,0.25,False
47625682,Idiomatic Lisp and the Nbody Benchmark,others,36,0,signa11,2026-04-08 11:05:14,0.0,False
47680851,"It's Called Silicon Sampling, and It's Going to Ruin Public Opinion Polling",others,5,2,tysone,2026-04-08 11:05:14,0.3333333333333333,False
47653990,Microsoft Publisher will no longer be supported after October 2026,others,17,5,dsego,2026-04-08 11:05:14,0.2777777777777778,False
